x-axis,1,3,4
second,Volt,Volt,Volt
-100.0000E-03,+542.9688E-03,+5.5551877E+00,+21.3278751E+00
-99.8000E-03,+542.9688E-03,+5.5942502E+00,+22.1677189E+00
-99.6000E-03,+542.9688E-03,+5.6137815E+00,+22.9392033E+00
-99.4000E-03,+542.9688E-03,+5.6215940E+00,+23.6130314E+00
-99.2000E-03,+541.9922E-03,+5.6020627E+00,+24.1403751E+00
-99.0000E-03,+542.9688E-03,+5.5590940E+00,+24.5212345E+00
-98.8000E-03,+542.9688E-03,+5.5083127E+00,+24.7458439E+00
-98.6000E-03,+542.9688E-03,+5.4380002E+00,+24.7946720E+00
-98.4000E-03,+542.9688E-03,+5.3559690E+00,+24.6677189E+00
-98.2000E-03,+542.9688E-03,+5.2622190E+00,+24.3649845E+00
-98.0000E-03,+542.9688E-03,+5.1528440E+00,+23.9157658E+00
-97.8000E-03,+542.9688E-03,+5.0083127E+00,+23.3102970E+00
-97.6000E-03,+542.9688E-03,+4.8520627E+00,+22.5876408E+00
-97.4000E-03,+543.9453E-03,+4.6919065E+00,+21.7770939E+00
-97.2000E-03,+543.9453E-03,+4.5590940E+00,+20.9079533E+00
-97.0000E-03,+543.9453E-03,+4.4497190E+00,+19.9802189E+00
-96.8000E-03,+543.9453E-03,+4.3481565E+00,+19.0427189E+00
-96.6000E-03,+543.9453E-03,+4.2661252E+00,+18.1540470E+00
-96.4000E-03,+543.9453E-03,+4.2270627E+00,+17.3142033E+00
-96.2000E-03,+543.9453E-03,+4.2153440E+00,+16.6013126E+00
-96.0000E-03,+543.9453E-03,+4.2192502E+00,+15.9763126E+00
-95.8000E-03,+543.9453E-03,+4.2583127E+00,+15.4782658E+00
-95.6000E-03,+543.9453E-03,+4.3403440E+00,+15.1560001E+00
-95.4000E-03,+542.9688E-03,+4.4262815E+00,+14.9899845E+00
-95.2000E-03,+542.9688E-03,+4.5434690E+00,+14.9997501E+00
-95.0000E-03,+542.9688E-03,+4.6684690E+00,+15.1950626E+00
-94.8000E-03,+542.9688E-03,+4.7856565E+00,+15.5368595E+00
-94.6000E-03,+542.9688E-03,+4.9106565E+00,+16.0544376E+00
-94.4000E-03,+542.9688E-03,+5.0278440E+00,+16.6892033E+00
-94.2000E-03,+542.9688E-03,+5.1489377E+00,+17.4216251E+00
-94.0000E-03,+542.9688E-03,+5.2739377E+00,+18.2712345E+00
-93.8000E-03,+542.9687E-03,+5.3715940E+00,+19.1696720E+00
-93.6000E-03,+541.9922E-03,+5.4614377E+00,+20.1071720E+00
-93.4000E-03,+541.9922E-03,+5.5395627E+00,+21.0251408E+00
-93.2000E-03,+541.9922E-03,+5.5981565E+00,+21.8942814E+00
-93.0000E-03,+541.9922E-03,+5.6411252E+00,+22.6950626E+00
-92.8000E-03,+541.9922E-03,+5.6567502E+00,+23.3981876E+00
-92.6000E-03,+541.9922E-03,+5.6450315E+00,+23.9841251E+00
-92.4000E-03,+542.9688E-03,+5.6137815E+00,+24.4138126E+00
-92.2000E-03,+542.9688E-03,+5.5278440E+00,+24.6872501E+00
-92.0000E-03,+542.9688E-03,+5.4380002E+00,+24.7946720E+00
-91.8000E-03,+542.9688E-03,+5.3520627E+00,+24.7263126E+00
-91.6000E-03,+542.9688E-03,+5.2700315E+00,+24.4821720E+00
-91.4000E-03,+542.9688E-03,+5.1840940E+00,+24.0817814E+00
-91.2000E-03,+542.9688E-03,+5.0981565E+00,+23.5251408E+00
-91.0000E-03,+542.9688E-03,+4.9731565E+00,+22.8415470E+00
-90.8000E-03,+542.9688E-03,+4.8442502E+00,+22.0602970E+00
-90.6000E-03,+542.9688E-03,+4.7114377E+00,+21.2009220E+00
-90.4000E-03,+542.9688E-03,+4.5708127E+00,+20.2927189E+00
-90.2000E-03,+543.9453E-03,+4.4301877E+00,+19.3552189E+00
-90.0000E-03,+543.9453E-03,+4.3286252E+00,+18.4470158E+00
-89.8000E-03,+543.9453E-03,+4.2465940E+00,+17.5778751E+00
-89.6000E-03,+543.9453E-03,+4.2036252E+00,+16.8259220E+00
-89.4000E-03,+543.9453E-03,+4.1997190E+00,+16.1716251E+00
-89.2000E-03,+543.9453E-03,+4.2348752E+00,+15.6247501E+00
-89.0000E-03,+542.9688E-03,+4.3012815E+00,+15.2438908E+00
-88.8000E-03,+543.9453E-03,+4.3989377E+00,+15.0192814E+00
-88.6000E-03,+542.9688E-03,+4.4965940E+00,+14.9802189E+00
-88.4000E-03,+542.9688E-03,+4.6176877E+00,+15.1071720E+00
-88.2000E-03,+542.9688E-03,+4.7426877E+00,+15.4001408E+00
-88.0000E-03,+542.9688E-03,+4.8676877E+00,+15.8688908E+00
-87.8000E-03,+542.9688E-03,+4.9770627E+00,+16.4645939E+00
-87.6000E-03,+542.9688E-03,+5.0747190E+00,+17.1579533E+00
-87.4000E-03,+542.9688E-03,+5.1840940E+00,+17.9782658E+00
-87.2000E-03,+542.9688E-03,+5.2934690E+00,+18.8669376E+00
-87.0000E-03,+542.9687E-03,+5.3794065E+00,+19.7946720E+00
-86.8000E-03,+541.9922E-03,+5.4692502E+00,+20.7321720E+00
-86.6000E-03,+541.9922E-03,+5.5434690E+00,+21.6110783E+00
-86.4000E-03,+541.9922E-03,+5.5903440E+00,+22.4411564E+00
-86.2000E-03,+541.9922E-03,+5.6098752E+00,+23.1735783E+00
-86.0000E-03,+542.9688E-03,+5.6176877E+00,+23.8083439E+00
-85.8000E-03,+542.9688E-03,+5.5903440E+00,+24.2868595E+00
-85.6000E-03,+542.9688E-03,+5.5317502E+00,+24.6188908E+00
-85.4000E-03,+542.9688E-03,+5.4575315E+00,+24.7849064E+00
-85.2000E-03,+542.9688E-03,+5.3715940E+00,+24.7653751E+00
